time/fps,rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
39,0.52701137,0.05,10960,12981,90.04,516840,5.041014119342435e-05,1.9070714918537712e-05,31170
39,0.58798722,0.05,10980,13028,99.32,519117,6.760225223843009e-05,1.9070714918537712e-05,31230
39,0.6039527499999999,0.05,11000,13066,101.67,520738,3.6890130377287275e-05,1.9070714918537712e-05,31300
39,0.5916596999999999,0.05,11020,13107,102.35,522493,8.3010373327852e-05,1.9070714918537712e-05,31370
39,0.60470848,0.05,11040,13155,102.51,524739,0.00011488258951430907,1.9070714918537712e-05,31430
39,0.58331149,0.05,11060,13201,99.16,526756,4.3201420885452536e-05,1.9070714918537712e-05,31500
39,0.55249629,0.05,11080,13241,93.08,528425,7.414470201183576e-05,1.9070714918537712e-05,31570
39,0.5525149,0.05,11100,13286,95.16,530254,9.381858508277219e-05,1.9070714918537712e-05,31630
39,0.55533855,0.05,11120,13340,102.39,532732,5.709462730010273e-05,1.9070714918537712e-05,31700
39,0.52866298,0.05,11140,13385,100.07,534746,8.391540068259928e-05,1.9070714918537712e-05,31770
39,0.51854472,0.05,11160,13430,99.75,536731,0.00012702554213319672,1.9070714918537712e-05,31830
39,0.5353614,0.05,11180,13486,106.9,539115,0.00011586351565711084,1.9070714918537712e-05,31900
39,0.48744417999999995,0.05,11200,13517,99.95,540249,8.820665134408045e-05,1.9070714918537712e-05,31970
39,0.45223502000000004,0.05,11220,13555,91.47,541879,7.471433418686502e-05,1.9070714918537712e-05,32030
39,0.4401889400000001,0.05,11240,13599,90.44,543790,0.00011779390115407296,1.9070714918537712e-05,32100
39,0.43090336,0.05,11260,13628,81.39,544870,5.070827992312843e-05,1.9070714918537712e-05,32170
39,0.4148384399999999,0.05,11280,13673,76.76,546791,5.540693491639104e-05,1.9070714918537712e-05,32230
40,0.44107609000000003,0.05,11300,13713,83.54,548603,6.752719027645072e-05,1.9070714918537712e-05,32300
40,0.4872925800000001,0.05,11320,13755,85.1,550389,7.146192438085563e-05,1.9070714918537712e-05,32370
40,0.5085733199999999,0.05,11340,13801,88.27,552617,8.831500781525392e-05,1.9070714918537712e-05,32430
40,0.5071312000000001,0.05,11360,13828,88.36,553706,6.892191522638314e-05,1.9070714918537712e-05,32500
40,0.5263460899999999,0.05,11380,13881,92.02,555993,6.14701410086127e-05,1.9070714918537712e-05,32570
40,0.56531244,0.05,11400,13932,95.94,558197,0.0001068133904482238,1.9070714918537712e-05,32630
40,0.5537147499999998,0.05,11420,13969,92.68,559657,8.189027539629024e-05,1.9070714918537712e-05,32700
40,0.5702010200000001,0.05,11440,14024,94.55,562072,8.200912634492852e-05,1.9070714918537712e-05,32770
40,0.668477,0.05,11460,14095,116.12,565318,6.739508680766448e-05,1.9070714918537712e-05,32830
40,0.6823131000000001,0.05,11480,14161,123.06,568299,5.1328256267879625e-05,1.9070714918537712e-05,32900
40,0.68615753,0.05,11500,14213,124.84,570681,9.754501934366999e-05,1.9070714918537712e-05,32970
40,0.72600176,0.05,11520,14280,140.22,573679,6.88281885231845e-05,1.9070714918537712e-05,33030
40,0.7301841800000001,0.05,11540,14341,144.04,576476,9.498648869339376e-05,1.9070714918537712e-05,33100
40,0.6935519500000001,0.05,11560,14389,133.76,578694,7.741299214103492e-05,1.9070714918537712e-05,33170
40,0.6795315800000001,0.05,11580,14446,132.23,581522,7.904457315817126e-05,1.9070714918537712e-05,33230
40,0.6539545600000001,0.05,11600,14486,124.15,583096,6.113896270107944e-05,1.9070714918537712e-05,33300
40,0.63149961,0.05,11620,14529,113.57,585036,7.096271947375499e-05,1.9070714918537712e-05,33370
40,0.6239865699999999,0.05,11640,14587,112.25,587701,7.761897686577867e-05,1.9070714918537712e-05,33430
40,0.6175413,0.05,11660,14624,106.71,589365,6.458754078266792e-05,1.9070714918537712e-05,33500
40,0.61966764,0.05,11680,14670,98.08,591330,5.7943345564126505e-05,1.9070714918537712e-05,33570
40,0.6032932199999999,0.05,11700,14711,100.65,593161,7.260225829668343e-05,1.9070714918537712e-05,33630
40,0.5925469200000001,0.05,11720,14751,97.73,594809,6.885936700200546e-05,1.9070714918537712e-05,33700
40,0.5678756,0.05,11740,14793,88.85,596586,8.9972751266032e-05,1.9070714918537712e-05,33770
40,0.53994738,0.05,11760,14833,89.97,598362,9.237573613063432e-05,1.9070714918537712e-05,33830
40,0.49358629,0.05,11780,14882,93.18,600648,7.24612476915354e-05,1.9070714918537712e-05,33900
40,0.48645758,0.05,11800,14914,88.63,602024,9.268029389204457e-05,1.9070714918537712e-05,33970
40,0.4695134100000001,0.05,11820,14961,92.05,604014,5.988930934108794e-05,1.9070714918537712e-05,34030
40,0.49201195,0.05,11840,15011,95.78,606164,8.473640336887911e-05,1.9070714918537712e-05,34100
40,0.51458224,0.05,11860,15065,103.07,608669,5.94511249801144e-05,1.9070714918537712e-05,34170
40,0.53340973,0.05,11880,15106,98.22,610470,6.679217003693338e-05,1.9070714918537712e-05,34230
40,0.57435099,0.05,11900,15166,111.73,613197,6.643799060839229e-05,1.9070714918537712e-05,34300
40,0.61467659,0.05,11920,15218,115.87,615601,5.611974174826173e-05,1.9070714918537712e-05,34370
40,0.5975066,0.05,11940,15260,111.73,617337,4.211979794490617e-05,1.9070714918537712e-05,34430
40,0.59876382,0.05,11960,15304,106.41,619310,7.032169160083867e-05,1.9070714918537712e-05,34500
40,0.6248776,0.05,11980,15347,108.12,621282,9.438259457965615e-05,1.9070714918537712e-05,34570
40,0.6075877300000001,0.05,12000,15390,100.13,623210,8.261547991423867e-05,1.9070714918537712e-05,34630
40,0.59508682,0.05,12020,15427,92.04,624805,6.994078003117466e-05,1.9070714918537712e-05,34700
40,0.6010302700000001,0.05,12040,15468,91.44,626481,5.583171878242865e-05,1.9070714918537712e-05,34770
40,0.5608421600000001,0.05,12060,15499,85.5,627860,7.403651652566623e-05,1.9070714918537712e-05,34830
40,0.5510121099999999,0.05,12080,15551,88.21,630103,9.390470750076929e-05,1.9070714918537712e-05,34900
40,0.55999211,0.05,12100,15591,86.61,631871,9.371972555527464e-05,1.9070714918537712e-05,34970
40,0.52808755,0.05,12120,15623,84.64,633269,8.534526750736404e-05,1.9070714918537712e-05,35030
40,0.5054448100000001,0.05,12140,15658,82.84,634765,0.00010456638083269353,1.9070714918537712e-05,35100
40,0.50520086,0.05,12160,15704,88.89,636749,7.696343673160299e-05,1.9070714918537712e-05,35170
40,0.48325446,0.05,12180,15747,85.36,638639,6.817718676757067e-05,1.9070714918537712e-05,35230
40,0.46798362000000004,0.05,12200,15784,84.17,640288,7.572889535367722e-05,1.9070714918537712e-05,35300
40,0.50586961,0.05,12220,15836,92.23,642492,9.390000614075688e-05,1.9070714918537712e-05,35370
40,0.5565334900000001,0.05,12240,15884,100.18,644783,7.669232127227588e-05,1.9070714918537712e-05,35430
40,0.60549014,0.05,12260,15950,109.47,647696,7.653968514205189e-05,1.9070714918537712e-05,35500
40,0.6033727799999999,0.05,12280,15985,104.46,649085,6.091935174481478e-05,1.9070714918537712e-05,35570
40,0.60775114,0.05,12300,16025,104.18,650706,5.6525073341617825e-05,1.9070714918537712e-05,35630
40,0.6094210400000001,0.05,12320,16080,106.43,653135,9.315805109508802e-05,1.9070714918537712e-05,35700
40,0.58138022,0.05,12340,16122,100.82,654865,6.317340412351769e-05,1.9070714918537712e-05,35770
40,0.5626073300000001,0.05,12360,16173,95.46,657242,5.3965553524903954e-05,1.9070714918537712e-05,35830
40,0.5836348399999999,0.05,12380,16214,101.77,659262,5.154613791091833e-05,1.9070714918537712e-05,35900
40,0.6140444100000001,0.05,12400,16265,106.7,661376,7.707450567977503e-05,1.9070714918537712e-05,35970
40,0.61528521,0.05,12420,16321,106.82,663817,5.567728421738138e-05,1.9070714918537712e-05,36030
40,0.6334125399999999,0.05,12440,16383,117.98,666663,0.0001411509914760245,1.9070714918537712e-05,36100
40,0.62469975,0.05,12460,16430,114.99,668741,4.2733101872727274e-05,1.9070714918537712e-05,36170
40,0.61768555,0.05,12480,16488,120.73,671335,5.563063623412745e-05,1.9070714918537712e-05,36230
40,0.5941581699999999,0.05,12500,16533,119.03,673279,9.273978866985999e-05,1.9070714918537712e-05,36300
40,0.5777708,0.05,12520,16572,110.74,674891,7.106400989869144e-05,1.9070714918537712e-05,36370
40,0.58486743,0.05,12540,16626,105.17,677180,6.192943092173664e-05,1.9070714918537712e-05,36430
40,0.60235453,0.05,12560,16676,106.19,679360,0.0001027756810799474,1.9070714918537712e-05,36500
40,0.58466477,0.05,12580,16715,96.97,681032,5.8792334311874586e-05,1.9070714918537712e-05,36570
40,0.59716115,0.05,12600,16768,101.71,683450,0.00010893653015955351,1.9070714918537712e-05,36630
40,0.63028951,0.05,12620,16819,108.4,685731,6.897204875713214e-05,1.9070714918537712e-05,36700
40,0.61392923,0.05,12640,16864,103.59,687539,0.00011901706566277425,1.9070714918537712e-05,36770
40,0.60933878,0.05,12660,16918,106.24,689984,8.288621102110482e-05,1.9070714918537712e-05,36830
40,0.6521127899999998,0.05,12680,16966,110.75,692107,8.242327057814692e-05,1.9070714918537712e-05,36900
40,0.65842937,0.05,12700,17017,108.86,694336,9.84166905254824e-05,1.9070714918537712e-05,36970
40,0.6423485,0.05,12720,17058,103.84,696115,9.477065286773722e-05,1.9070714918537712e-05,37030
40,0.65219909,0.05,12740,17101,104.49,697988,6.727840991516132e-05,1.9070714918537712e-05,37100
40,0.65728505,0.05,12760,17155,104.55,700439,7.457391984644346e-05,1.9070714918537712e-05,37170
40,0.6185329399999999,0.05,12780,17189,97.02,701809,8.911874692785204e-05,1.9070714918537712e-05,37230
40,0.60181876,0.05,12800,17237,97.09,704045,8.354366564162774e-05,1.9070714918537712e-05,37300
40,0.59068991,0.05,12820,17286,102.3,706345,9.697829100332455e-05,1.9070714918537712e-05,37370
40,0.57416586,0.05,12840,17350,114.65,709453,7.04123387549771e-05,1.9070714918537712e-05,37430
40,0.5935486700000001,0.05,12860,17401,112.89,711728,4.786059853358893e-05,1.9070714918537712e-05,37500
40,0.5965398299999999,0.05,12880,17446,118.18,713627,6.76128400300513e-05,1.9070714918537712e-05,37570
40,0.5940150499999999,0.05,12900,17490,115.22,715567,6.182744400575756e-05,1.9070714918537712e-05,37630
40,0.59223164,0.05,12920,17534,112.81,717626,6.647527334280312e-05,1.9070714918537712e-05,37700
40,0.6131650599999999,0.05,12940,17580,101.72,719625,0.00010658955106919165,1.9070714918537712e-05,37770
40,0.6167499299999999,0.05,12960,17628,100.71,721799,7.98443808889715e-05,1.9070714918537712e-05,37830
40,0.6298269900000001,0.05,12980,17689,110.39,724666,9.6744102302182e-05,1.9070714918537712e-05,37900
40,0.6339940199999999,0.05,13000,17739,112.99,726866,4.878032195847482e-05,1.9070714918537712e-05,37970
40,0.64546666,0.05,13020,17785,113.78,729004,5.603666286333464e-05,1.9070714918537712e-05,38030
40,0.6377984099999999,0.05,13040,17833,114.92,731117,4.34540890637436e-05,1.9070714918537712e-05,38100
41,0.6096318000000001,0.05,13060,17877,112.69,733068,8.285602616524557e-05,1.9070714918537712e-05,38170
41,0.58729726,0.05,13080,17913,99.94,734660,7.020840002951445e-05,1.9070714918537712e-05,38230
41,0.57549891,0.05,13100,17950,93.31,736197,7.21421940397704e-05,1.9070714918537712e-05,38300
41,0.57284819,0.05,13120,17992,89.86,737990,8.228467013395857e-05,1.9070714918537712e-05,38370
41,0.5817778499999999,0.05,13140,18040,90.15,740132,0.00010128424128197366,1.9070714918537712e-05,38430
41,0.5954657200000001,0.05,13160,18097,94.02,742470,6.532639745273627e-05,1.9070714918537712e-05,38500
41,0.64786064,0.05,13180,18150,99.55,744615,8.620962689747103e-05,1.9070714918537712e-05,38570
41,0.6789157600000002,0.05,13200,18214,111.11,747308,8.213890423576231e-05,1.9070714918537712e-05,38630
41,0.6974090599999999,0.05,13220,18268,113.96,749386,7.196784499683418e-05,1.9070714918537712e-05,38700
41,0.6641757800000001,0.05,13240,18303,107.09,750841,8.04851251814398e-05,1.9070714918537712e-05,38770
41,0.6641964899999999,0.05,13260,18352,104.23,752893,6.812790361436783e-05,1.9070714918537712e-05,38830
41,0.6497527200000002,0.05,13280,18403,105.5,755165,0.00012664911191677674,1.9070714918537712e-05,38900
41,0.6533933700000002,0.05,13300,18479,110.87,758395,6.480052197730402e-05,1.9070714918537712e-05,38970
41,0.6365038,0.05,13320,18535,113.65,760751,6.337978429655777e-05,1.9070714918537712e-05,39030
41,0.6847585499999999,0.05,13340,18597,127.24,763565,6.099165839259513e-05,1.9070714918537712e-05,39100
41,0.6934316800000001,0.05,13360,18651,131.35,766028,5.294583152135601e-05,1.9070714918537712e-05,39170
41,0.69007248,0.05,13380,18695,128.84,768049,9.970262599381385e-05,1.9070714918537712e-05,39230
41,0.6999902099999998,0.05,13400,18742,116.19,770014,7.924222445581109e-05,1.9070714918537712e-05,39300
41,0.72718339,0.05,13420,18787,112.42,771993,9.198765474138781e-05,1.9070714918537712e-05,39370
41,0.71506506,0.05,13440,18836,105.56,774121,7.979978217917961e-05,1.9070714918537712e-05,39430
41,0.69513564,0.05,13460,18891,104.55,776483,5.2611987666750795e-05,1.9070714918537712e-05,39500
41,0.7051727200000001,0.05,13480,18944,107.43,778792,5.568865035456838e-05,1.9070714918537712e-05,39570
41,0.6680992299999999,0.05,13500,18979,102.57,780271,6.514306642202428e-05,1.9070714918537712e-05,39630
41,0.64853315,0.05,13520,19019,99.99,781992,7.750948807370151e-05,1.9070714918537712e-05,39700
41,0.64441138,0.05,13540,19058,96.11,783732,8.195166119548958e-05,1.9070714918537712e-05,39770
41,0.66203153,0.05,13560,19100,92.01,785684,5.9296906511008277e-05,1.9070714918537712e-05,39830
41,0.6358971800000001,0.05,13580,19135,83.79,787171,9.991793012886774e-05,1.9070714918537712e-05,39900
41,0.61179916,0.05,13600,19169,82.14,788485,7.887971714808373e-05,1.9070714918537712e-05,39970
41,0.6091572,0.05,13620,19222,88.03,790795,6.411457379726926e-05,1.9070714918537712e-05,40030
41,0.6191418900000001,0.05,13640,19267,91.01,792833,5.9090068316436375e-05,1.9070714918537712e-05,40100
41,0.6181374999999999,0.05,13660,19312,91.75,794859,6.445941107813269e-05,1.9070714918537712e-05,40170
41,0.6519289100000001,0.05,13680,19357,98.01,796972,8.12041384051554e-05,1.9070714918537712e-05,40230
41,0.68394988,0.05,13700,19407,105.16,799001,0.00010074083329527638,1.9070714918537712e-05,40300
41,0.68799554,0.05,13720,19453,101.65,800960,7.06834933225764e-05,1.9070714918537712e-05,40370
41,0.67112306,0.05,13740,19494,98.78,802711,7.42630947570433e-05,1.9070714918537712e-05,40430
41,0.6539585800000002,0.05,13760,19539,97.33,804592,0.00012619024037121562,1.9070714918537712e-05,40500
41,0.62311308,0.05,13780,19602,105.13,807485,0.00010037096890300746,1.9070714918537712e-05,40570
41,0.64106841,0.05,13800,19650,106.75,809676,8.449703418591525e-05,1.9070714918537712e-05,40630
41,0.66758329,0.05,13820,19704,111.91,812151,0.0001213173369251308,1.9070714918537712e-05,40700
41,0.69101387,0.05,13840,19759,120.42,814753,5.650613147736294e-05,1.9070714918537712e-05,40770
41,0.71138035,0.05,13860,19808,123.78,816970,6.8098781775916e-05,1.9070714918537712e-05,40830
41,0.7405033,0.05,13880,19869,123.0,819785,8.268296987807844e-05,1.9070714918537712e-05,40900
41,0.7235153599999998,0.05,13900,19915,121.84,821860,8.30988818051992e-05,1.9070714918537712e-05,40970
41,0.68844581,0.05,13920,19959,116.65,823816,5.579661283263704e-05,1.9070714918537712e-05,41030
41,0.6686313800000001,0.05,13940,20003,107.96,825549,0.00011593147573876194,1.9070714918537712e-05,41100
41,0.64635458,0.05,13960,20046,103.89,827359,7.274092095030938e-05,1.9070714918537712e-05,41170
41,0.6610113200000001,0.05,13980,20113,105.01,830286,8.479991938656895e-05,1.9070714918537712e-05,41230
41,0.6741436499999998,0.05,14000,20173,110.54,832914,9.32366152483155e-05,1.9070714918537712e-05,41300
41,0.66357306,0.05,14020,20226,114.44,835260,5.725527553295251e-05,1.9070714918537712e-05,41370
41,0.6623832300000001,0.05,14040,20281,121.22,837671,7.36441668777843e-05,1.9070714918537712e-05,41430
41,0.681123,0.05,14060,20344,130.02,840361,9.826267505559372e-05,1.9070714918537712e-05,41500
41,0.65124779,0.05,14080,20395,122.84,842570,5.637072426907252e-05,1.9070714918537712e-05,41570
41,0.6640765699999999,0.05,14100,20448,120.62,844976,0.00010120892748091136,1.9070714918537712e-05,41630
41,0.6934496699999998,0.05,14120,20509,125.6,847820,6.442702469939831e-05,1.9070714918537712e-05,41700
41,0.7136622300000001,0.05,14140,20559,123.21,849992,8.618870833743131e-05,1.9070714918537712e-05,41770
41,0.7086622900000001,0.05,14160,20603,116.33,851994,9.548838024784346e-05,1.9070714918537712e-05,41830
41,0.68711396,0.05,14180,20644,112.6,853830,6.966412875044625e-05,1.9070714918537712e-05,41900
41,0.6826268700000001,0.05,14200,20690,108.72,855848,6.985832060308894e-05,1.9070714918537712e-05,41970
41,0.6714793100000002,0.05,14220,20736,101.05,857925,6.626277245231904e-05,1.9070714918537712e-05,42030
41,0.6849440500000001,0.05,14240,20792,103.51,860343,7.684955835429719e-05,1.9070714918537712e-05,42100
41,0.7020967399999999,0.05,14260,20851,110.84,863078,0.00010206415900029241,1.9070714918537712e-05,42170
41,0.7130545599999999,0.05,14280,20902,114.59,865289,7.013576796452981e-05,1.9070714918537712e-05,42230
41,0.7053788800000003,0.05,14300,20954,116.93,867541,8.112585710478016e-05,1.9070714918537712e-05,42300
41,0.68935754,0.05,14320,21010,121.42,870067,8.040097036428051e-05,1.9070714918537712e-05,42370
41,0.69384278,0.05,14340,21077,127.85,873128,5.846095518791117e-05,1.9070714918537712e-05,42430
41,0.67818474,0.05,14360,21139,127.45,875823,4.8260133735311686e-05,1.9070714918537712e-05,42500
41,0.71139094,0.05,14380,21196,128.73,878162,8.54055782838259e-05,1.9070714918537712e-05,42570
41,0.7194366,0.05,14400,21245,128.2,880361,0.00010927627245109761,1.9070714918537712e-05,42630
41,0.7550165900000002,0.05,14420,21312,134.46,883513,7.184417663665953e-05,1.9070714918537712e-05,42700
41,0.73124991,0.05,14440,21361,125.05,885633,7.00115539075341e-05,1.9070714918537712e-05,42770
41,0.7307231900000001,0.05,14460,21417,123.25,888148,7.380900642601773e-05,1.9070714918537712e-05,42830
41,0.7234848700000002,0.05,14480,21472,124.77,890639,8.620381113360054e-05,1.9070714918537712e-05,42900
41,0.7412102800000001,0.05,14500,21530,128.67,893228,6.136760603112635e-05,1.9070714918537712e-05,42970
41,0.7192849800000001,0.05,14520,21580,119.72,895485,6.848598568467423e-05,1.9070714918537712e-05,43030
41,0.7170376100000001,0.05,14540,21634,121.82,897815,7.55201450374443e-05,1.9070714918537712e-05,43100
41,0.7274732500000002,0.05,14560,21684,119.05,900053,6.6194301325595e-05,1.9070714918537712e-05,43170
41,0.7248305399999999,0.05,14580,21750,123.5,902989,8.553365732950624e-05,1.9070714918537712e-05,43230
41,0.69430375,0.05,14600,21804,122.1,905438,6.71350131597137e-05,1.9070714918537712e-05,43300
41,0.7015582099999998,0.05,14620,21875,131.42,908627,9.145198400801746e-05,1.9070714918537712e-05,43370
41,0.71463031,0.05,14640,21934,134.24,911239,8.080556872300804e-05,1.9070714918537712e-05,43430
41,0.70942719,0.05,14660,21991,137.52,913805,7.04318270436488e-05,1.9070714918537712e-05,43500
41,0.72556662,0.05,14680,22052,136.75,916664,0.00010845230663107941,1.9070714918537712e-05,43570
41,0.74604635,0.05,14700,22103,133.84,918822,7.220262632472441e-05,1.9070714918537712e-05,43630
41,0.76273324,0.05,14720,22150,121.71,920798,6.816654131398536e-05,1.9070714918537712e-05,43700
41,0.76840564,0.05,14740,22212,124.45,923684,0.00011447953302194947,1.9070714918537712e-05,43770
41,0.78084673,0.05,14760,22257,119.78,925783,9.590947556716855e-05,1.9070714918537712e-05,43830
41,0.75395533,0.05,14780,22311,114.3,928094,9.375282061228063e-05,1.9070714918537712e-05,43900
41,0.72600853,0.05,14800,22356,109.92,929814,9.563377643644344e-05,1.9070714918537712e-05,43970
41,0.7174263100000001,0.05,14820,22415,115.32,932330,9.592874175723409e-05,1.9070714918537712e-05,44030
41,0.7031889199999999,0.05,14840,22481,116.05,935289,6.302717847574967e-05,1.9070714918537712e-05,44100
41,0.6931398699999999,0.05,14860,22537,119.97,937780,0.0001512046994321281,1.9070714918537712e-05,44170
41,0.69469783,0.05,14880,22587,118.52,939946,0.0001331227696937276,1.9070714918537712e-05,44230
41,0.69616097,0.05,14900,22636,121.39,941953,0.0001386660944262985,1.9070714918537712e-05,44300
41,0.68345542,0.05,14920,22696,125.04,944834,9.248687820218038e-05,1.9070714918537712e-05,44370
41,0.64476195,0.05,14940,22747,118.2,947109,0.0001244699116796255,1.9070714918537712e-05,44430
41,0.6279525799999999,0.05,14960,22790,112.23,949003,6.825967866461725e-05,1.9070714918537712e-05,44500
41,0.6428631,0.05,14980,22836,110.83,951029,7.915214355307399e-05,1.9070714918537712e-05,44570
41,0.6294824299999999,0.05,15000,22870,105.22,952475,0.0001086342290363973,1.9070714918537712e-05,44630
41,0.62498481,0.05,15020,22921,99.34,954768,9.360489366372349e-05,1.9070714918537712e-05,44700
41,0.64489383,0.05,15040,22967,95.62,956671,7.453034704667516e-05,1.9070714918537712e-05,44770
41,0.6574184700000001,0.05,15060,23014,96.94,958697,0.00010611114721541526,1.9070714918537712e-05,44830
41,0.6695877400000002,0.05,15080,23073,104.69,961498,9.596641175448894e-05,1.9070714918537712e-05,44900
41,0.67477826,0.05,15100,23111,106.86,963161,9.786439895833609e-05,1.9070714918537712e-05,44970
41,0.6816848599999998,0.05,15120,23152,102.04,964972,4.6683965774718675e-05,1.9070714918537712e-05,45030
41,0.71695881,0.05,15140,23206,106.8,967351,7.617077098984737e-05,1.9070714918537712e-05,45100
41,0.7209747199999998,0.05,15160,23253,108.27,969524,8.314794831676409e-05,1.9070714918537712e-05,45170
41,0.6931114099999999,0.05,15180,23295,100.67,971565,9.51515874476172e-05,1.9070714918537712e-05,45230
41,0.7017499,0.05,15200,23341,105.62,973723,0.0001125168437283719,1.9070714918537712e-05,45300
41,0.6994341700000001,0.05,15220,23386,108.34,975806,7.470127056876663e-05,1.9070714918537712e-05,45370
41,0.6656000899999998,0.05,15240,23434,106.12,977963,7.79233569119242e-05,1.9070714918537712e-05,45430
41,0.6608438,0.05,15260,23485,107.42,980266,5.536908320209477e-05,1.9070714918537712e-05,45500
41,0.66362422,0.05,15280,23535,109.6,982525,5.472412667586468e-05,1.9070714918537712e-05,45570
41,0.67629141,0.05,15300,23596,113.19,985042,6.479161875176942e-05,1.9070714918537712e-05,45630
41,0.6864951099999999,0.05,15320,23639,116.63,987469,6.726594529027352e-05,1.9070714918537712e-05,45700
41,0.7277397800000002,0.05,15340,23696,122.58,990221,6.459667019953486e-05,1.9070714918537712e-05,45770
41,0.7350352,0.05,15360,23739,129.25,993191,6.389260961441323e-05,1.9070714918537712e-05,45830
41,0.74661865,0.05,15380,23771,128.35,995360,7.634214744030032e-05,1.9070714918537712e-05,45900
41,0.7393493500000001,0.05,15400,23805,125.93,997635,6.649698771070689e-05,1.9070714918537712e-05,45970
41,0.75994684,0.05,15420,23867,125.23,999992,7.071962172631175e-05,1.9070714918537712e-05,46030
