rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/total_timesteps,train/n_updates,train/loss,train/learning_rate
0.20165998,4900,44.58,0.05,3902,43,168397,11160,2.015828426920052e-05,1.9070714918537712e-05
0.19749740000000007,4920,45.37,0.05,3933,43,169472,11220,2.9414913296932354e-05,1.9070714918537712e-05
0.19900459999999998,4940,52.27,0.05,3973,42,170821,11290,2.7145299691255785e-05,1.9070714918537712e-05
0.20201444,4960,53.89,0.05,3995,42,171523,11360,4.0181791064242134e-05,1.9070714918537712e-05
0.20677557,4980,50.21,0.05,4021,42,172299,11420,3.843863523798063e-05,1.9070714918537712e-05
0.19489803000000003,5000,47.84,0.05,4050,42,173181,11490,6.523212487081764e-05,1.9070714918537712e-05
0.19213512,5020,46.44,0.05,4076,42,174116,11560,4.4886661544296655e-05,1.9070714918537712e-05
0.19763888,5040,45.36,0.05,4109,42,175357,11620,4.052518015669193e-05,1.9070714918537712e-05
0.20449932999999998,5060,45.84,0.05,4134,42,176107,11690,6.707169368382892e-05,1.9070714918537712e-05
0.19550739,5080,46.13,0.05,4160,42,176912,11760,4.6238148843258384e-05,1.9070714918537712e-05
0.19774675999999997,5100,49.73,0.05,4196,42,178154,11820,4.909816507279174e-05,1.9070714918537712e-05
0.20259368,5120,47.42,0.05,4220,42,178858,11890,3.9721146913507253e-05,1.9070714918537712e-05
0.19439619000000005,5140,41.17,0.05,4240,42,179474,11960,4.5927103883514064e-05,1.9070714918537712e-05
0.19489621,5160,42.78,0.05,4266,42,180385,12020,2.2834624996903585e-05,1.9070714918537712e-05
0.20359687,5180,43.37,0.05,4292,42,181249,12090,2.8478535386966542e-05,1.9070714918537712e-05
0.20647265999999997,5200,43.0,0.05,4325,42,182454,12160,4.2767948070832065e-05,1.9070714918537712e-05
0.20104847,5220,43.07,0.05,4348,42,183165,12220,4.253779552527703e-05,1.9070714918537712e-05
0.20303715999999997,5240,43.44,0.05,4370,42,183818,12290,4.348786824266426e-05,1.9070714918537712e-05
0.20411686000000004,5260,41.56,0.05,4395,41,184541,12360,4.895264537481125e-05,1.9070714918537712e-05
0.19832452,5280,40.55,0.05,4420,41,185304,12420,4.998880431230646e-05,1.9070714918537712e-05
0.18863664,5300,40.13,0.05,4455,41,186467,12490,4.614797176145657e-05,1.9070714918537712e-05
0.19811164999999994,5320,45.99,0.05,4490,41,187764,12560,4.1334383968205654e-05,1.9070714918537712e-05
0.20730221000000001,5340,55.14,0.05,4533,41,189332,12620,5.8242875729774825e-05,1.9070714918537712e-05
0.20423252000000003,5360,56.42,0.05,4560,41,190183,12690,2.3998595406737876e-05,1.9070714918537712e-05
0.21371709,5380,60.94,0.05,4591,41,191398,12760,5.8339533188700444e-05,1.9070714918537712e-05
0.22742017,5400,59.59,0.05,4621,41,192426,12820,4.5877803495386614e-05,1.9070714918537712e-05
0.22518740999999998,5420,53.42,0.05,4642,41,193106,12890,3.4191837039543314e-05,1.9070714918537712e-05
0.23220551,5440,48.55,0.05,4669,41,194187,12960,5.367808626033366e-05,1.9070714918537712e-05
0.23665618,5460,47.33,0.05,4693,41,194916,13020,6.275564091993147e-05,1.9070714918537712e-05
0.22471290000000002,5480,43.87,0.05,4720,41,195785,13090,5.648836595355533e-05,1.9070714918537712e-05
0.21419151,5500,42.55,0.05,4747,41,196681,13160,3.7013666860730156e-05,1.9070714918537712e-05
0.22282292000000006,5520,45.9,0.05,4778,41,197696,13220,4.639295621018391e-05,1.9070714918537712e-05
0.22945070999999997,5540,55.49,0.05,4834,41,199736,13290,4.800381775567075e-05,1.9070714918537712e-05
0.23453521,5560,66.64,0.05,4879,41,201580,13360,3.788976600844762e-05,1.9070714918537712e-05
0.23271552000000004,5580,68.27,0.05,4910,41,202612,13420,4.1830884765658996e-05,1.9070714918537712e-05
0.23713553999999998,5600,68.99,0.05,4938,41,203580,13490,4.452584444152308e-05,1.9070714918537712e-05
