time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,train/loss,train/learning_rate,train/n_updates
52,726,0.032799169999999996,35.4,37869,1200,0.6402444999999997,,,
52,729,0.03395359,35.45,38524,1220,0.6340220000000001,,,
53,735,0.031697399999999994,36.69,39293,1240,0.6267164999999999,,,
53,738,0.03672457,37.85,39853,1260,0.6213964999999998,,,
54,736,0.039769580000000006,33.72,40364,1280,0.6165420000000004,,,
55,736,0.036891179999999996,29.44,40813,1300,0.6122765000000001,,,
55,738,0.03723571,28.16,41340,1320,0.6072699999999996,,,
57,732,0.034108269999999996,25.74,41867,1340,0.6022635000000002,,,
57,734,0.033183819999999996,24.96,42349,1360,0.5976845000000004,,,
58,734,0.034019589999999995,26.79,43043,1380,0.5910915000000005,,,
59,739,0.03677118,30.15,43828,1400,0.5836340000000002,,,
60,738,0.032626829999999996,30.32,44372,1420,0.5784660000000004,,,
61,734,0.0353043,36.23,45490,1440,0.5678449999999997,,,
62,736,0.031088799999999993,35.99,45948,1460,0.5634940000000002,,,
63,735,0.027764879999999995,38.44,46887,1480,0.5545734999999999,,,
64,739,0.028160349999999997,36.59,47487,1500,0.5488734999999996,,,
64,741,0.02845527,35.93,47965,1520,0.5443324999999997,,,
65,744,0.024965889999999994,29.37,48427,1540,0.5399435000000001,,,
65,750,0.03163196,32.74,49222,1560,0.5323910000000002,,,
66,754,0.030825909999999998,29.58,49845,1580,0.5264724999999997,,,
76,658,0.025350130000000002,28.4,50327,1600,0.5218934999999999,8.677271398482844e-05,1.9070714918537712e-05,40
87,579,0.025601569999999994,29.07,50872,1620,0.5167159999999997,7.847151632631722e-05,1.9070714918537712e-05,100
103,498,0.021906,29.39,51366,1640,0.5120229999999999,5.710551586162183e-05,1.9070714918537712e-05,170
119,434,0.01679904,25.87,51809,1660,0.5078145000000001,6.406430925380846e-05,1.9070714918537712e-05,240
138,379,0.017657700000000002,25.9,52435,1680,0.5018674999999999,6.724329741700786e-05,1.9070714918537712e-05,300
152,346,0.0189162,25.08,52835,1700,0.49806750000000033,9.440465473744552e-05,1.9070714918537712e-05,370
179,299,0.021697169999999998,29.39,53811,1720,0.4887954999999996,7.206981931631162e-05,1.9070714918537712e-05,440
196,276,0.026021829999999996,30.19,54385,1740,0.4833424999999999,6.226983387023211e-05,1.9070714918537712e-05,500
222,248,0.026600859999999997,35.86,55395,1760,0.4737475000000003,4.906739036414365e-05,1.9070714918537712e-05,570
240,232,0.023409440000000004,34.78,55913,1780,0.46882650000000015,5.059514405729715e-05,1.9070714918537712e-05,640
260,217,0.025254640000000005,38.43,56678,1800,0.46155899999999994,7.107173869371763e-05,1.9070714918537712e-05,700
279,204,0.02204851,35.06,57317,1820,0.4554885000000005,8.301709590341488e-05,1.9070714918537712e-05,770
294,195,0.02138512,33.68,57753,1840,0.45134650000000054,6.899178151797969e-05,1.9070714918537712e-05,840
314,185,0.02447707,29.45,58340,1860,0.44576999999999944,4.498362127378641e-05,1.9070714918537712e-05,900
332,176,0.027021419999999997,28.54,58767,1880,0.4417135,3.589724001358263e-05,1.9070714918537712e-05,970
353,168,0.029654019999999996,28.22,59500,1900,0.4347500000000001,4.400665748107713e-05,1.9070714918537712e-05,1040
370,161,0.03352232,26.56,59973,1920,0.4302564999999996,6.42124321529991e-05,1.9070714918537712e-05,1100
393,154,0.03761571,28.54,60607,1940,0.4242335000000004,4.091068240086315e-05,1.9070714918537712e-05,1170
411,148,0.0379359,28.2,61160,1960,0.41898000000000013,3.6222232529325994e-05,1.9070714918537712e-05,1240
432,143,0.044412190000000004,30.62,61829,1980,0.41262449999999984,3.4240002105434544e-05,1.9070714918537712e-05,1300
449,138,0.048136040000000005,28.42,62342,2000,0.407751,6.0587986627069765e-05,1.9070714918537712e-05,1370
466,134,0.052663959999999996,28.12,62785,2020,0.40354250000000025,5.607936927845003e-05,1.9070714918537712e-05,1440
483,130,0.05582297999999999,27.04,63311,2040,0.3985455,5.017702105760691e-05,1.9070714918537712e-05,1500
501,127,0.05845319999999999,25.8,63740,2060,0.3944699999999999,5.7110009493044345e-05,1.9070714918537712e-05,1570
520,123,0.061439419999999995,24.88,64317,2080,0.3889885000000004,7.681036040594336e-05,1.9070714918537712e-05,1640
540,120,0.0647051,25.2,64862,2100,0.38381100000000024,6.439399471673824e-05,1.9070714918537712e-05,1700
558,117,0.06232315999999999,25.62,65347,2120,0.3792034999999996,5.9208515585851275e-05,1.9070714918537712e-05,1770
579,113,0.06628121,26.5,65961,2140,0.3733704999999997,4.530830642579531e-05,1.9070714918537712e-05,1840
597,111,0.0720811,27.5,66490,2160,0.3683450000000006,7.467338100468624e-05,1.9070714918537712e-05,1900
619,108,0.06946190999999999,28.78,67195,2180,0.3616475000000001,4.9232697983825345e-05,1.9070714918537712e-05,1970
639,106,0.06681034000000001,29.77,67839,2200,0.3555295000000003,6.556754765369987e-05,1.9070714918537712e-05,2040
660,103,0.07106069,30.84,68431,2220,0.3499055,3.879417417920195e-05,1.9070714918537712e-05,2100
678,101,0.07004227000000002,30.24,68985,2240,0.3446425000000004,6.365703256960842e-05,1.9070714918537712e-05,2170
698,99,0.07216431999999999,31.3,69620,2260,0.33860999999999986,7.94635311649472e-05,1.9070714918537712e-05,2240
718,97,0.07689439,30.81,70276,2280,0.33237799999999995,7.641608608537354e-05,1.9070714918537712e-05,2300
735,96,0.08299632000000001,29.66,70805,2300,0.32735250000000005,5.495827017512056e-05,1.9070714918537712e-05,2370
753,94,0.08746919999999997,29.01,71332,2320,0.3223460000000006,7.016091785772005e-05,1.9070714918537712e-05,2440
775,92,0.09386297,31.01,72086,2340,0.3151830000000002,6.228314841791872e-05,1.9070714918537712e-05,2500
800,91,0.09327401,33.0,72920,2360,0.3072600000000002,6.287427604547701e-05,1.9070714918537712e-05,2570
818,89,0.09498331,31.48,73424,2380,0.30247199999999963,5.984697490930557e-05,1.9070714918537712e-05,2640
841,88,0.09731030999999998,33.85,74190,2400,0.2951950000000003,5.1800583423755595e-05,1.9070714918537712e-05,2700
862,86,0.09574612000000002,34.39,74771,2420,0.28967549999999975,4.577170875563752e-05,1.9070714918537712e-05,2770
881,85,0.09426645,32.03,75289,2440,0.2847545000000007,7.427121327054919e-05,1.9070714918537712e-05,2840
904,83,0.09372602,30.44,75964,2460,0.27834199999999976,7.857542841520626e-05,1.9070714918537712e-05,2900
921,82,0.09428333,30.74,76498,2480,0.27326900000000054,5.376587105274666e-05,1.9070714918537712e-05,2970
951,81,0.09436175000000001,33.61,77551,2500,0.2632654999999997,9.261371324100764e-05,1.9070714918537712e-05,3040
970,80,0.09379082999999998,33.3,78101,2520,0.25804050000000034,7.628500443388476e-05,1.9070714918537712e-05,3100
994,79,0.09399373999999999,36.31,78920,2540,0.25026000000000015,8.948546437750337e-05,1.9070714918537712e-05,3170
1021,78,0.09455783999999999,38.49,79813,2560,0.24177649999999984,9.333466095995391e-05,1.9070714918537712e-05,3240
1039,77,0.09704153,39.1,80408,2580,0.23612399999999978,4.165414839008008e-05,1.9070714918537712e-05,3300
1058,76,0.09376785000000004,34.05,80956,2600,0.23091799999999985,6.800841883887187e-05,1.9070714918537712e-05,3370
1077,75,0.09602313000000001,35.09,81610,2620,0.2247050000000005,8.133795727189863e-05,1.9070714918537712e-05,3440
1113,74,0.09622279999999998,38.48,82768,2640,0.21370400000000056,8.347432458322146e-05,1.9070714918537712e-05,3500
1129,73,0.09823622,33.95,83208,2660,0.2095240000000005,7.10226573573891e-05,1.9070714918537712e-05,3570
1146,73,0.09647545,33.18,83726,2680,0.20460300000000042,5.376432472985471e-05,1.9070714918537712e-05,3640
1174,71,0.09959372000000002,36.37,84593,2700,0.19636649999999978,6.810346949350787e-05,1.9070714918537712e-05,3700
1190,71,0.09857084999999997,34.35,85045,2720,0.19207249999999965,5.211495044932235e-05,1.9070714918537712e-05,3770
1207,70,0.09792373,27.34,85502,2740,0.18773100000000043,4.996891775590484e-05,1.9070714918537712e-05,3840
1226,70,0.09806760000000005,27.54,85962,2760,0.18336100000000022,7.467335435649148e-05,1.9070714918537712e-05,3900
1251,69,0.09978001000000003,29.84,86710,2780,0.1762550000000006,6.037169077899307e-05,1.9070714918537712e-05,3970
1280,68,0.09917998,31.47,87740,2800,0.16646999999999967,4.766476140503073e-05,1.9070714918537712e-05,4040
1303,67,0.09717358000000001,34.65,88510,2820,0.15915500000000027,6.458882498918683e-05,1.9070714918537712e-05,4100
1325,67,0.09573755000000002,35.91,89093,2840,0.15361650000000027,7.146946227294393e-05,1.9070714918537712e-05,4170
1346,66,0.09463394000000001,36.73,89635,2860,0.14846749999999986,7.42059972253628e-05,1.9070714918537712e-05,4240
1370,65,0.09673311999999999,36.5,90360,2880,0.14158000000000015,5.487378493853612e-05,1.9070714918537712e-05,4300
1388,65,0.09706042,31.58,90898,2900,0.13646899999999973,4.05792082347034e-05,1.9070714918537712e-05,4370
1414,64,0.10097397999999998,32.3,91740,2920,0.12846999999999964,4.7906046893331224e-05,1.9070714918537712e-05,4440
1433,64,0.10616138999999998,33.13,92406,2940,0.12214300000000022,4.255647645550198e-05,1.9070714918537712e-05,4500
1458,63,0.10730975000000001,34.22,93057,2960,0.11595850000000063,4.586162722262088e-05,1.9070714918537712e-05,4570
1477,63,0.10375483999999999,32.03,93563,2980,0.11115150000000062,4.483532347876462e-05,1.9070714918537712e-05,4640
1515,62,0.10858120000000002,39.57,94855,3000,0.09887749999999984,4.126659705434576e-05,1.9070714918537712e-05,4700
1553,61,0.11084999,43.56,96096,3020,0.08708800000000039,4.962828279531095e-05,1.9070714918537712e-05,4770
1576,61,0.10690465000000002,43.2,96726,3040,0.08110300000000026,4.377955829113489e-05,1.9070714918537712e-05,4840
1607,60,0.10845814,48.57,97914,3060,0.06981699999999946,2.598393093649065e-05,1.9070714918537712e-05,4900
1636,60,0.11098154999999998,51.94,98757,3080,0.061808500000000266,5.404008170444286e-05,1.9070714918537712e-05,4970
1663,59,0.10898679,47.42,99597,3100,0.05382849999999961,3.324318686281913e-05,1.9070714918537712e-05,5040
1690,59,0.10927206,42.56,100352,3120,0.05,2.393095319348504e-05,1.9070714918537712e-05,5100
1722,58,0.11091778999999999,46.38,101364,3140,0.05,1.8271790122526e-05,1.9070714918537712e-05,5170
1748,58,0.11278377,41.53,102067,3160,0.05,3.336152176416363e-05,1.9070714918537712e-05,5240
1776,57,0.11543948,41.72,102929,3180,0.05,3.758105940505629e-05,1.9070714918537712e-05,5300
1807,57,0.11705894000000003,43.95,103992,3200,0.05,3.131213898086571e-05,1.9070714918537712e-05,5370
1840,57,0.12009065999999999,46.75,105027,3220,0.05,2.577358345661196e-05,1.9070714918537712e-05,5440
1861,56,0.11916473999999999,42.18,105582,3240,0.05,2.5243491154469667e-05,1.9070714918537712e-05,5500
1904,56,0.11881497999999999,50.03,107070,3260,0.05,2.7865121637660195e-05,1.9070714918537712e-05,5570
1936,55,0.11942143,51.43,108072,3280,0.05,1.6780299256424767e-05,1.9070714918537712e-05,5640
1960,55,0.11404785000000002,47.85,108777,3300,0.05,1.4080523214943241e-05,1.9070714918537712e-05,5700
1983,55,0.10938417000000002,45.73,109600,3320,0.05,2.6734456741905888e-05,1.9070714918537712e-05,5770
2032,54,0.11497787999999998,56.95,111277,3340,0.05,1.5161148439801764e-05,1.9070714918537712e-05,5840
2063,54,0.1135374,52.81,112351,3360,0.05,1.793275746422296e-05,1.9070714918537712e-05,5900
2089,54,0.11210503999999999,50.02,113074,3380,0.05,1.835955113165255e-05,1.9070714918537712e-05,5970
2125,53,0.11945491999999998,53.74,114151,3400,0.05,1.7340330259685288e-05,1.9070714918537712e-05,6040
2157,53,0.12687933,55.93,115193,3420,0.05,2.2541285579791294e-05,1.9070714918537712e-05,6100
2201,53,0.12827604,55.47,116824,3440,0.05,7.1762784045859005e-06,1.9070714918537712e-05,6170
2231,52,0.13251505000000002,53.64,117715,3460,0.05,1.4128627844911534e-05,1.9070714918537712e-05,6240
2266,52,0.13512901,58.17,118891,3480,0.05,1.210998111673689e-05,1.9070714918537712e-05,6300
2302,52,0.13835451,59.81,120132,3500,0.05,1.2539378758447128e-05,1.9070714918537712e-05,6370
2335,51,0.13811997,60.08,121201,3520,0.05,8.795520693638537e-06,1.9070714918537712e-05,6440
2354,51,0.13296699,48.79,121703,3540,0.05,1.955452548827452e-05,1.9070714918537712e-05,6500
2382,51,0.13629843,49.02,122617,3560,0.05,1.5665561841160523e-05,1.9070714918537712e-05,6570
2413,51,0.13973165999999998,47.99,123690,3580,0.05,1.566959485899133e-05,1.9070714918537712e-05,6640
2464,50,0.13860344000000002,53.57,125489,3600,0.05,1.7791008667700224e-05,1.9070714918537712e-05,6700
2506,50,0.1397112,55.89,126790,3620,0.05,2.311747557541821e-05,1.9070714918537712e-05,6770
2551,50,0.14879726999999998,65.38,128241,3640,0.05,1.5629526546945272e-05,1.9070714918537712e-05,6840
2584,50,0.15440080999999997,67.29,129346,3660,0.05,1.0968099786623497e-05,1.9070714918537712e-05,6900
2644,49,0.15881460000000003,79.31,131621,3680,0.05,1.1869020545418607e-05,1.9070714918537712e-05,6970
2679,49,0.16860222,72.26,132715,3700,0.05,2.7896182791664616e-05,1.9070714918537712e-05,7040
2723,49,0.17010427,74.42,134232,3720,0.05,2.3286248392651032e-05,1.9070714918537712e-05,7100
2761,49,0.17172077000000005,72.69,135510,3740,0.05,1.536654215215094e-05,1.9070714918537712e-05,7170
2816,48,0.17453168000000002,82.28,137574,3760,0.05,1.6770184993220026e-05,1.9070714918537712e-05,7240
2856,48,0.16758301999999997,73.32,138953,3780,0.05,1.2033786879328545e-05,1.9070714918537712e-05,7300
2890,48,0.15910341,74.31,140146,3800,0.05,3.147711606743542e-05,1.9070714918537712e-05,7370
2916,48,0.15688356000000003,67.94,141026,3820,0.05,1.2424848137015942e-05,1.9070714918537712e-05,7440
2959,48,0.16123399,71.5,142660,3840,0.05,2.296761522302404e-05,1.9070714918537712e-05,7500
2979,48,0.15323900999999998,56.68,143242,3860,0.05,1.596138431523286e-05,1.9070714918537712e-05,7570
3004,47,0.15322852999999997,50.1,143963,3880,0.05,2.600730294943787e-05,1.9070714918537712e-05,7640
3036,47,0.15771281,49.26,145072,3900,0.05,1.2285984325899335e-05,1.9070714918537712e-05,7700
3079,47,0.16386608000000003,56.12,146638,3920,0.05,2.6459462628736218e-05,1.9070714918537712e-05,7770
3106,47,0.15346843999999998,47.98,147458,3940,0.05,1.7858637261269904e-05,1.9070714918537712e-05,7840
3151,47,0.15727265,58.41,149083,3960,0.05,1.3716636954086425e-05,1.9070714918537712e-05,7900
3199,47,0.16377157999999997,67.62,150725,3980,0.05,1.8450399238645332e-05,1.9070714918537712e-05,7970
3225,46,0.16110442000000003,64.39,151511,4000,0.05,1.3194392249715747e-05,1.9070714918537712e-05,8040
3270,46,0.15562857999999996,64.17,153055,4020,0.05,1.6451575129394767e-05,1.9070714918537712e-05,8100
3328,46,0.16422761000000002,76.54,155112,4040,0.05,3.7869265906920194e-05,1.9070714918537712e-05,8170
3363,46,0.16551807,73.29,156412,4060,0.05,1.938522395903419e-05,1.9070714918537712e-05,8240
3391,46,0.15715860999999998,66.44,157369,4080,0.05,3.998813026555581e-05,1.9070714918537712e-05,8300
3458,46,0.16531611000000002,84.1,159921,4100,0.05,1.7521414747534436e-05,1.9070714918537712e-05,8370
3483,46,0.16782553999999997,76.47,160702,4120,0.05,3.097508831615414e-05,1.9070714918537712e-05,8440
3508,46,0.16478765000000004,64.11,161523,4140,0.05,2.501273193047382e-05,1.9070714918537712e-05,8500
3529,45,0.15758288,57.21,162133,4160,0.05,1.9941517211918836e-05,1.9070714918537712e-05,8570
3577,45,0.16947012000000006,65.4,163909,4180,0.05,2.648818604029657e-05,1.9070714918537712e-05,8640
3606,45,0.16107273000000003,50.07,164928,4200,0.05,2.1780234123980336e-05,1.9070714918537712e-05,8700
3634,45,0.16517175,50.14,165716,4220,0.05,2.4999490801747015e-05,1.9070714918537712e-05,8770
3675,45,0.16850190999999998,55.71,167094,4240,0.05,9.462486218581034e-06,1.9070714918537712e-05,8840
3700,45,0.17441225999999996,57.87,167920,4260,0.05,2.6628270870787673e-05,1.9070714918537712e-05,8900
3736,45,0.16644502999999997,51.88,169097,4280,0.05,1.1830624453068595e-05,1.9070714918537712e-05,8970
3775,45,0.17279302000000002,54.64,170392,4300,0.05,2.3792099455022253e-05,1.9070714918537712e-05,9040
3813,45,0.17426967000000002,61.17,171833,4320,0.05,1.3240589441920748e-05,1.9070714918537712e-05,9100
3838,44,0.16898204999999994,54.15,172509,4340,0.05,2.2735688958164246e-05,1.9070714918537712e-05,9170
3867,44,0.17728333999999996,54.5,173370,4360,0.05,2.8497528091975255e-05,1.9070714918537712e-05,9240
3896,44,0.1811897,52.34,174331,4380,0.05,2.165041894386377e-05,1.9070714918537712e-05,9300
3916,44,0.17588157999999995,45.22,174914,4400,0.05,3.235896106161818e-05,1.9070714918537712e-05,9370
3954,44,0.17675889,45.23,176356,4420,0.05,1.717814166113385e-05,1.9070714918537712e-05,9440
3978,44,0.18404495999999998,46.59,177168,4440,0.05,1.6910353338062123e-05,1.9070714918537712e-05,9500
4013,44,0.18714105,49.61,178331,4460,0.05,3.188121927450993e-05,1.9070714918537712e-05,9570
4047,44,0.19521091999999998,51.05,179436,4480,0.05,4.583685740726651e-05,1.9070714918537712e-05,9640
4073,44,0.21169333000000004,54.5,180364,4500,0.05,4.3802310392493383e-05,1.9070714918537712e-05,9700
4110,44,0.21066536000000002,52.92,181648,4520,0.05,2.2164411939229466e-05,1.9070714918537712e-05,9770
4147,44,0.23119821999999998,58.22,182990,4540,0.05,4.208132577332435e-05,1.9070714918537712e-05,9840
4189,44,0.22705563,61.55,184486,4560,0.05,3.429345670156181e-05,1.9070714918537712e-05,9900
4215,43,0.22606605,58.55,185291,4580,0.05,2.6092839334523887e-05,1.9070714918537712e-05,9970
4247,43,0.20883984999999997,59.76,186340,4600,0.05,3.024139336957887e-05,1.9070714918537712e-05,10040
4287,43,0.22264409999999996,62.61,187909,4620,0.05,2.5553894192853478e-05,1.9070714918537712e-05,10100
4312,43,0.20014769000000002,56.38,188628,4640,0.05,3.218682368242298e-05,1.9070714918537712e-05,10170
4348,43,0.20002618999999996,54.02,189888,4660,0.05,2.8006826141790953e-05,1.9070714918537712e-05,10240
4379,43,0.19955064000000003,56.0,190891,4680,0.05,5.2871973730361786e-05,1.9070714918537712e-05,10300
4407,43,0.20766467999999996,53.76,191716,4700,0.05,2.469615351401444e-05,1.9070714918537712e-05,10370
4438,43,0.19372196,48.91,192800,4720,0.05,4.37724566381803e-05,1.9070714918537712e-05,10440
4463,43,0.21083322999999993,50.48,193676,4740,0.05,4.827400912290614e-05,1.9070714918537712e-05,10500
4500,43,0.21616864,51.59,195047,4760,0.05,4.0429631599181445e-05,1.9070714918537712e-05,10570
4523,43,0.21528439999999996,49.43,195834,4780,0.05,5.890703932891484e-05,1.9070714918537712e-05,10640
4563,43,0.21942972000000002,56.37,197353,4800,0.05,5.884543297725031e-05,1.9070714918537712e-05,10700
4602,43,0.23575666,60.14,198814,4820,0.05,3.070517586820642e-05,1.9070714918537712e-05,10770
4646,43,0.23122167000000002,68.58,200534,4840,0.05,5.016806071580504e-05,1.9070714918537712e-05,10840
4693,43,0.23939327999999996,73.57,202404,4860,0.05,6.535437564707536e-05,1.9070714918537712e-05,10900
4720,43,0.23014400000000002,74.37,203271,4880,0.05,6.44434941932559e-05,1.9070714918537712e-05,10970
4768,42,0.24193641999999993,75.91,204944,4900,0.05,4.756111752612924e-05,1.9070714918537712e-05,11040
4802,42,0.23256901000000002,72.98,206112,4920,0.05,4.6036667572479925e-05,1.9070714918537712e-05,11100
4828,42,0.23744225000000005,64.38,206972,4940,0.05,3.545895024217316e-05,1.9070714918537712e-05,11170
4864,42,0.24445996999999997,57.73,208177,4960,0.05,7.087078574841144e-05,1.9070714918537712e-05,11240
4913,42,0.27518180000000003,69.6,210231,4980,0.05,5.043240071245236e-05,1.9070714918537712e-05,11300
4964,42,0.29624507000000005,72.14,212158,5000,0.05,4.700001518358477e-05,1.9070714918537712e-05,11370
5008,42,0.30599912,74.86,213598,5020,0.05,4.986653902960825e-05,1.9070714918537712e-05,11440
5050,42,0.30751406,81.27,215099,5040,0.05,2.8068582696505474e-05,1.9070714918537712e-05,11500
5094,42,0.30908819,84.55,216632,5060,0.05,3.762286760320421e-05,1.9070714918537712e-05,11570
5148,42,0.30616656,84.37,218668,5080,0.05,4.408198092278326e-05,1.9070714918537712e-05,11640
5189,42,0.30623285,79.73,220131,5100,0.05,4.161653441769886e-05,1.9070714918537712e-05,11700
5224,42,0.30789116000000005,77.27,221325,5120,0.05,2.7020141851608058e-05,1.9070714918537712e-05,11770
5256,42,0.30381552999999994,73.36,222435,5140,0.05,7.214093966467772e-05,1.9070714918537712e-05,11840
5294,42,0.29171415,72.4,223872,5160,0.05,5.81210530071985e-05,1.9070714918537712e-05,11900
5329,42,0.29604637,63.8,225048,5180,0.05,3.9524070598417896e-05,1.9070714918537712e-05,11970
5381,42,0.26383211,68.87,227018,5200,0.05,4.025819539492659e-05,1.9070714918537712e-05,12040
5424,42,0.25645291,72.84,228609,5220,0.05,4.375753273961891e-05,1.9070714918537712e-05,12100
5458,42,0.25938273,74.27,229862,5240,0.05,3.0138761849229924e-05,1.9070714918537712e-05,12170
5496,42,0.29538586000000006,73.58,231230,5260,0.05,3.523859254528361e-05,1.9070714918537712e-05,12240
5540,42,0.28203,78.68,232916,5280,0.05,3.355964354341267e-05,1.9070714918537712e-05,12300
5583,42,0.28484768,74.88,234506,5300,0.05,6.59047715998895e-05,1.9070714918537712e-05,12370
5616,41,0.2929653400000001,70.09,235618,5320,0.05,3.862945186483557e-05,1.9070714918537712e-05,12440
5655,41,0.29705527,71.94,237056,5340,0.05,3.2951236062217506e-05,1.9070714918537712e-05,12500
5691,41,0.25548487,70.14,238244,5360,0.05,4.20288102759514e-05,1.9070714918537712e-05,12570
5725,41,0.26078641999999996,65.74,239490,5380,0.05,3.4615897084222526e-05,1.9070714918537712e-05,12640
5754,41,0.2624408,59.59,240465,5400,0.05,4.52582084108144e-05,1.9070714918537712e-05,12700
5798,41,0.25806776,65.46,242164,5420,0.05,3.751940971596923e-05,1.9070714918537712e-05,12770
5822,41,0.24265780999999997,58.56,242912,5440,0.05,4.078547872268246e-05,1.9070714918537712e-05,12840
5860,41,0.24857423999999997,62.22,244466,5460,0.05,5.581273262578179e-05,1.9070714918537712e-05,12900
5930,41,0.26837247000000003,77.37,247227,5480,0.05,2.3427358382832608e-05,1.9070714918537712e-05,12970
6012,41,0.30840226,100.78,250543,5500,0.05,4.515141245065024e-05,1.9070714918537712e-05,13040
6043,41,0.31612421000000007,95.49,251713,5520,0.05,4.723323945654556e-05,1.9070714918537712e-05,13100
6084,41,0.33947737000000006,104.35,253347,5540,0.05,5.080511546111666e-05,1.9070714918537712e-05,13170
6138,41,0.34891093999999995,111.15,255581,5560,0.05,5.318531675584382e-05,1.9070714918537712e-05,13240
6187,41,0.3396983,105.01,257728,5580,0.05,7.459146381734172e-05,1.9070714918537712e-05,13300
6248,41,0.31672519,98.74,260417,5600,0.05,3.346730209159432e-05,1.9070714918537712e-05,13370
6299,41,0.32339184000000004,109.96,262709,5620,0.05,6.960118407732807e-05,1.9070714918537712e-05,13440
6336,41,0.32421974000000003,107.73,264120,5640,0.05,3.77447868231684e-05,1.9070714918537712e-05,13500
6401,41,0.35787489,112.26,266807,5660,0.05,5.0990411637030775e-05,1.9070714918537712e-05,13570
6458,41,0.36685011,115.45,269273,5680,0.05,3.736304661288159e-05,1.9070714918537712e-05,13640
6497,41,0.3564782100000001,105.08,270925,5700,0.05,5.9564104321907505e-05,1.9070714918537712e-05,13700
6551,41,0.36464236,103.35,273044,5720,0.05,3.401674357519369e-05,1.9070714918537712e-05,13770
6598,41,0.37178875,106.96,274816,5740,0.05,4.896635864497512e-05,1.9070714918537712e-05,13840
6652,41,0.33970164,103.81,277188,5760,0.05,6.69238810587558e-05,1.9070714918537712e-05,13900
6692,41,0.31131539999999996,94.31,278704,5780,0.05,4.7338106560346206e-05,1.9070714918537712e-05,13970
6740,41,0.33890683000000005,97.4,280665,5800,0.05,4.211858849885175e-05,1.9070714918537712e-05,14040
6791,41,0.3341844199999999,98.54,282898,5820,0.05,4.6962369015091096e-05,1.9070714918537712e-05,14100
6843,41,0.36085301999999997,102.93,285109,5840,0.05,8.217737786253565e-05,1.9070714918537712e-05,14170
6873,41,0.36247658,90.52,286240,5860,0.05,5.4277151230053276e-05,1.9070714918537712e-05,14240
6923,41,0.39510173000000015,95.81,288285,5880,0.05,4.936951445415616e-05,1.9070714918537712e-05,14300
6977,41,0.38634625000000006,98.85,290550,5900,0.05,6.578505126526579e-05,1.9070714918537712e-05,14370
7017,41,0.40901012000000003,91.41,292039,5920,0.05,4.535260995908175e-05,1.9070714918537712e-05,14440
7049,41,0.3767839400000001,82.77,293386,5940,0.05,4.4083850480092226e-05,1.9070714918537712e-05,14500
7078,41,0.3665739500000001,81.87,294427,5960,0.05,7.708496868872317e-05,1.9070714918537712e-05,14570
7127,41,0.35424137,80.68,296353,5980,0.05,6.252934035728685e-05,1.9070714918537712e-05,14640
7177,41,0.35493091,77.07,298257,6000,0.05,8.725943425815785e-05,1.9070714918537712e-05,14700
7234,41,0.35175777999999996,84.76,300515,6020,0.05,4.3296985222696097e-05,1.9070714918537712e-05,14770
7282,41,0.3653790500000001,90.93,302479,6040,0.05,4.934316493745428e-05,1.9070714918537712e-05,14840
7349,41,0.4209177400000001,112.78,305705,6060,0.05,4.979454533895478e-05,1.9070714918537712e-05,14900
7396,41,0.42960971000000003,113.19,307672,6080,0.05,5.9133499598829074e-05,1.9070714918537712e-05,14970
7479,41,0.44430451000000004,129.75,311232,6100,0.05,6.940807033970487e-05,1.9070714918537712e-05,15040
7523,41,0.4192762100000001,126.14,313129,6120,0.05,4.29378680564696e-05,1.9070714918537712e-05,15100
7583,41,0.41362937999999994,132.52,315731,6140,0.05,6.209441398823401e-05,1.9070714918537712e-05,15170
7658,41,0.3756074099999999,133.75,319080,6160,0.05,5.614227466139709e-05,1.9070714918537712e-05,15240
7696,41,0.37954151999999985,128.97,320569,6180,0.05,5.8314893249189484e-05,1.9070714918537712e-05,15300
7728,41,0.35779931999999987,106.31,321863,6200,0.05,5.5166967285913415e-05,1.9070714918537712e-05,15370
7774,41,0.36922394,106.94,323823,6220,0.05,5.7809694044408386e-05,1.9070714918537712e-05,15440
7820,41,0.37570742,100.89,325820,6240,0.05,4.463235090952366e-05,1.9070714918537712e-05,15500
